diseaseId	name	vocabulary	code	vocabularyName
C2700431	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, ATPAF2 TYPE	DO	0050768	mitochondrial complex V (ATP synthase) deficiency, nuclear type 1
C3276276	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 1	DO	0050768	mitochondrial complex V (ATP synthase) deficiency, nuclear type 1
C2700553	Omenn Syndrome	ORDO	39041	Omenn syndrome
C2931884	Reticuloendotheliosis, familial, with eosinophilia	ORDO	39041	Omenn syndrome
C2700553	Omenn Syndrome	DO	0060010	Omenn syndrome
C2931884	Reticuloendotheliosis, familial, with eosinophilia	DO	0060010	Omenn syndrome
C2711227	Steatohepatitis	EFO	EFO_1001249	non-alcoholic steatohepatitis
C3241937	Nonalcoholic Steatohepatitis	EFO	EFO_1001249	non-alcoholic steatohepatitis
C2712334	Actual Aspiration	EFO	EFO_1001839	respiratory aspiration
C2717837	Drug-Induced Liver Injury, Chronic	DO	2044	drug-induced hepatitis
C2717865	Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis	ORDO	156152	Anti-neutrophil cytoplasmic antibody-associated vasculitis
C2717907	Isolated Noncompaction of the Ventricular Myocardium	EFO	EFO_1001802	isolated noncompaction of the ventricular myocardium
C2717961	Thrombotic Microangiopathies	ORDO	93573	Thrombotic microangiopathy
C2720434	Macroencephaly	ORDO	2477	Megalencephaly
C2732979	Acquired long QT syndrome	EFO	EFO_0005138	acquired long QT syndrome
C2745948	Hyalinosis, Systemic	ORDO	2028	Juvenile hyaline fibromatosis
C2745959	Spondyloepiphyseal dysplasia, congenita	ORDO	253	Spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia
C2745959	Spondyloepiphyseal dysplasia, congenita	ORDO	94068	Spondyloepiphyseal dysplasia congenita
C2745959	Spondyloepiphyseal dysplasia, congenita	DO	14789	spondyloepiphyseal dysplasia congenita
C2745963	Kashin-Beck Disease	EFO	EFO_0006511	Kashin-Beck disease
C2745997	OROFACIODIGITAL SYNDROME VI	ORDO	2754	Joubert syndrome with orofaciodigital defect
C2745997	OROFACIODIGITAL SYNDROME VI	DO	0060376	Joubert syndrome with orofaciodigital defect
C2746066	Combined D-2- and L-2-hydroxyglutaric aciduria	ORDO	356978	D,L-2-hydroxyglutaric aciduria
C2748502	CORNEAL DYSTROPHY, POSTERIOR AMORPHOUS	ORDO	98971	Posterior amorphous corneal dystrophy
C2748503	Corneal Dystrophy, Subepithelial Mucinous	ORDO	98959	Subepithelial mucinous corneal dystrophy
C2748504	PULMONARY HYPERTENSION, CHRONIC THROMBOEMBOLIC, WITHOUT DEEP VEIN THROMBOSIS, SUSCEPTIBILITY TO	ORDO	70591	Chronic thromboembolic pulmonary hypertension
C2748507	INTERLEUKIN 1 RECEPTOR ANTAGONIST DEFICIENCY	ORDO	210115	Sterile multifocal osteomyelitis with periostitis and pustulosis
C2748515	Spondyloepimetaphyseal Dysplasia, Pakistani Type	DO	0050812	spondyloepimetaphyseal dysplasia, Pakistani type
C2748536	Leukocyte Adhesion Deficiency, Type III	ORDO	99844	Leukocyte adhesion deficiency type III
C2748544	Spondyloepimetaphyseal Dysplasia, Aggrecan Type	ORDO	171866	Spondyloepimetaphyseal dysplasia, aggrecan type
C2748557	Immune dysfunction with T-cell inactivation due to calcium entry defect 2	ORDO	317430	Combined immunodeficiency due to STIM1 deficiency
C2748568	Immune dysfunction with T-cell inactivation due to calcium entry defect 1	ORDO	317428	Combined immunodeficiency due to ORAI1 deficiency
C2748571	Isolated Growth Hormone Deficiency, Type IB	ORDO	231671	Isolated growth hormone deficiency type IB
C2748572	SeSAME syndrome	ORDO	199343	EAST syndrome
C2748572	SeSAME syndrome	DO	0060484	EAST syndrome
C2748895	Ovotesticular Disorders of Sex Development	ORDO	393	46,XX testicular disorder of sex development
C2936419	46, XX Testicular Disorders of Sex Development	ORDO	393	46,XX testicular disorder of sex development
C2749022	Chromosome Xp11.23-P11.22 Duplication Syndrome	ORDO	217377	Microduplication Xp11.22-p11.23 syndrome
C2749022	Chromosome Xp11.23-P11.22 Duplication Syndrome	DO	0060461	chromosome Xp11.23-p11.22 duplication syndrome
C2749049	Corneal Dystrophy, Endothelial, X-Linked	ORDO	293621	X-linked endothelial corneal dystrophy
C2749050	Corneal Dystrophy, Lisch Epithelial	ORDO	98955	Lisch epithelial corneal dystrophy
C2749137	Retinitis Pigmentosa, X-Linked, And Sinorespiratory Infections, With Or Without Deafness	ORDO	247522	Primary ciliary dyskinesia-retinitis pigmentosa syndrome
C2749861	MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY)	ORDO	255235	Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy
C3150172	MITOCHONDRIAL DNA DEPLETION SYNDROME 8B (MNGIE TYPE)	ORDO	255235	Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy
C2749861	MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY)	DO	0080127	mitochondrial DNA depletion syndrome 8a
C3150172	MITOCHONDRIAL DNA DEPLETION SYNDROME 8B (MNGIE TYPE)	DO	0080127	mitochondrial DNA depletion syndrome 8a
C2749864	MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA)	ORDO	1933	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria
C2749864	MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA)	DO	0080124	mitochondrial DNA depletion syndrome 5
C2749936	SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE (disorder)	ORDO	209951	Autosomal recessive spastic paraplegia type 18
C2750063	Leber Congenital Amaurosis 14	DO	0110188	Leber congenital amaurosis 14
C2750064	Retinal Dystrophy, Early-Onset Severe, Lrat-Related	DO	0110188	Leber congenital amaurosis 14
C2750066	Spondylo-Megaepiphyseal-Metaphyseal Dysplasia	ORDO	228387	Spondylo-megaepiphyseal-metaphyseal dysplasia
C2750067	Plasminogen Activator Inhibitor-1 Deficiency	ORDO	465	Congenital plasminogen activator inhibitor type 1 deficiency
C2750068	Roifman-Chitayat Syndrome	ORDO	221139	Combined immunodeficiency with facio-oculo-skeletal anomalies
C2750069	Lipodystrophy, Congenital Generalized, Type 4	ORDO	228429	Generalized congenital lipodystrophy with myopathy
C2750075	Chondrodysplasia, Megarbane-Dagher-Melki Type	ORDO	401979	Autosomal recessive spondylometaphyseal dysplasia, Megarbane type
C2750076	Miyoshi Muscular Dystrophy 3	ORDO	399096	Distal anoctaminopathy
C2750090	Charcot-Marie-Tooth Disease, Axonal, Type 2n	ORDO	228174	Autosomal dominant Charcot-Marie-Tooth disease type 2N
C2750180	HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 1	ORDO	1930	Herpes simplex encephalitis
C2750355	Omodysplasia 2	ORDO	93328	Autosomal dominant omodysplasia
C2750433	Bifid Nose With Or Without Anorectal And Renal Anomalies	ORDO	217266	BNAR syndrome
C2750442	Hypermanganesemia with Dystonia Polycythemia and Cirrhosis	ORDO	309854	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome
C2750459	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 15	DO	0110321	hypertrophic cardiomyopathy 15
C2750467	Cardiomyopathy, Familial Hypertrophic, 14	DO	0110320	hypertrophic cardiomyopathy 14
C2750472	Cardiomyopathy, Familial Hypertrophic, 13	DO	0110319	hypertrophic cardiomyopathy 13
C2750732	Noonan Syndrome 6	DO	0060584	Noonan syndrome 6
C2750737	DIARRHEA 5, WITH TUFTING ENTEROPATHY, CONGENITAL	ORDO	92050	Intestinal epithelial dysplasia
C2750784	SPASTIC PARAPLEGIA 44, AUTOSOMAL RECESSIVE (disorder)	ORDO	320401	Autosomal recessive spastic paraplegia type 44
C2750785	MUSCULAR DYSTROPHY, CONGENITAL, LMNA-RELATED (disorder)	ORDO	157973	Congenital muscular dystrophy due to LMNA mutation
C2750786	Muscular Dystrophy, Congenital, Due To Integrin Alpha-7 Deficiency	ORDO	34520	Congenital muscular dystrophy with integrin alpha-7 deficiency
C2750787	Weill-Marchesani-Like Syndrome	ORDO	363992	Ichthyosis-short stature-brachydactyly-microspherophakia syndrome
C2750789	RETINITIS PIGMENTOSA, CONCENTRIC (disorder)	DO	0110396	retinitis pigmentosa 50
C2750790	CILIARY DYSKINESIA, PRIMARY, 13	DO	0110618	primary ciliary dyskinesia 13
C2750791	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 13	DO	0050889	non-syndromic intellectual disability
C3280127	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15	DO	0050889	non-syndromic intellectual disability
C2750798	Polymicrogyria With Optic Nerve Hypoplasia	ORDO	250972	Polymicrogyria with optic nerve hypoplasia
C2750804	Cutis Laxa With Severe Pulmonary, Gastrointestinal, And Urinary Abnormalities	ORDO	221145	Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies
C2750805	Chromosome 5p13 Duplication Syndrome	ORDO	329802	5p13 microduplication syndrome
C2750805	Chromosome 5p13 Duplication Syndrome	DO	0060460	chromosome 5p13 duplication syndrome
C2750892	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1	ORDO	1941	Juvenile absence epilepsy
C2751067	Parkinsonism-Dystonia, Infantile	ORDO	238455	Infantile dystonia-parkinsonism
C2751090	Thrombophilia Due To Histidine-Rich Glycoprotein Deficiency	ORDO	217467	Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency
C2751091	Thrombophilia Due To Elevated Histidine-Rich Glycoprotein	ORDO	217467	Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency
C2751290	CHOROIDAL DYSTROPHY, CENTRAL AREOLAR 2	DO	9822	partial central choroid dystrophy
C2751292	Hypotrichosis And Recurrent Skin Vesicles	ORDO	217407	Hereditary hypotrichosis with recurrent skin vesicles
C2751306	Polycystic kidney disease, type 2	DO	0110859	polycystic kidney disease 2
C2751307	MICROPHTHALMIA, ISOLATED 4 (disorder)	DO	0060836	isolated microphthalmia 4
C2751310	Hyperuricemic Nephropathy, Familial Juvenile 2	ORDO	217330	Hyperuricemia-anemia-renal failure syndrome
C2751312	BARTTER SYNDROME, TYPE 4B	DO	0110146	Bartter disease type 4b
C2751316	Glaucoma 3, Primary Congenital, D	DO	0050593	primary congenital glaucoma
C3888011	GLAUCOMA 3, PRIMARY CONGENITAL, C	DO	0050593	primary congenital glaucoma
C2751318	Nijmegen Breakage Syndrome-Like Disorder	ORDO	240760	Nijmegen breakage syndrome-like disorder
C2751320	Myopathy, Mitochondrial Progressive, With Congenital Cataract, Hearing Loss, And Developmental Delay	ORDO	330054	Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome
C2751321	Macrocephaly, Alopecia, Cutis Laxa, and Scoliosis	ORDO	217335	RIN2 syndrome
C2751325	46,Xy Gonadal Dysgenesis, Partial, With Minifascicular Neuropathy	ORDO	168563	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome
C2751430	Camptodactyly 1	ORDO	295016	Camptodactyly of fingers
C2751492	AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED	ORDO	85447	ATTRV30M amyloidosis
C3151470	AMYLOIDOSIS, LEPTOMENINGEAL, TRANSTHYRETIN-RELATED	ORDO	85447	ATTRV30M amyloidosis
C3151471	AMYLOID CARDIOMYOPATHY, TRANSTHYRETIN-RELATED	ORDO	85447	ATTRV30M amyloidosis
C2751492	AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED	DO	0050638	transthyretin amyloidosis
C3151470	AMYLOIDOSIS, LEPTOMENINGEAL, TRANSTHYRETIN-RELATED	DO	0050638	transthyretin amyloidosis
C3151471	AMYLOID CARDIOMYOPATHY, TRANSTHYRETIN-RELATED	DO	0050638	transthyretin amyloidosis
C2751532	3-Hydroxy-3-Methylglutaryl-CoA Synthase 2 Deficiency	ORDO	35701	3-hydroxy-3-methylglutaryl-CoA synthase deficiency
C2751584	Neurodegeneration Due To Cerebral Folate Transport Deficiency	ORDO	217382	Neurodegenerative syndrome due to cerebral folate transport deficiency
C2751599	Dermatitis, Atopic, 7	DO	0110103	atopic dermatitis 7
C2751608	Pituitary Hormone Deficiency, Combined, 1	ORDO	95494	Combined pituitary hormone deficiencies, genetic forms
C2751683	Hirschsprung disease ganglioneuroblastoma	ORDO	2151	Hirschsprung disease-ganglioneuroblastoma syndrome
C2751812	OPTIC ATROPHY 7 (disorder)	ORDO	227976	Autosomal recessive optic atrophy, OPA7 type
C2751830	Long Qt Syndrome 12	DO	0110653	long QT syndrome 12
C2751831	Myopathy, Myofibrillar, Bag3-Related	ORDO	199340	Muscular dystrophy, Selcen type
C2751831	Myopathy, Myofibrillar, Bag3-Related	DO	0080097	myofibrillar myopathy 6
C2751842	PARKINSON DISEASE 14, AUTOSOMAL RECESSIVE	ORDO	199351	Adult-onset dystonia-parkinsonism
C2751843	Leukoencephalopathy, Cystic, Without Megalencephaly	ORDO	85136	Cystic leukoencephalopathy without megalencephaly
C2751855	Hypomyelination, Global Cerebral	ORDO	353217	Epileptic encephalopathy with global cerebral demyelination
C2751898	Ventricular Fibrillation, Paroxysmal Familial, 1	ORDO	228140	Idiopathic ventricular fibrillation, non Brugada type
C2751938	Cerebral Palsy, Spastic Quadriplegic, 1	ORDO	210141	Inherited congenital spastic tetraplegia
C2751986	RETINITIS PIGMENTOSA 42	DO	0110386	retinitis pigmentosa 42
C2751987	Cutis Laxa, Autosomal Recessive, Type IIB	ORDO	357064	Autosomal recessive cutis laxa type 2B
C2752001	Growth Retardation, Developmental Delay, Coarse Facies, And Early Death	ORDO	210144	Lethal polymalformative syndrome, Boissel type
C2752007	Congenital Disorder of Glycosylation, Type Io	ORDO	263494	DPM3-CDG
C2752008	Spastic Paraplegia-50, Autosomal Recessive	DO	0110802	hereditary spastic paraplegia 50
C2752015	Glycogen Storage Disease XIV	ORDO	319646	PGM1-CDG
C2752027	Glycogen Storage Disease XIII	ORDO	99849	Glycogen storage disease due to muscle beta-enolase deficiency
C2752036	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6	ORDO	217023	Atypical hemolytic-uremic syndrome with thrombomodulin anomaly
C2752037	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5	ORDO	93575	Atypical hemolytic-uremic syndrome with C3 anomaly
C2752038	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4	ORDO	93578	Atypical hemolytic-uremic syndrome with B factor anomaly
C2752039	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3	ORDO	93580	Atypical hemolytic-uremic syndrome with I factor anomaly
C2752040	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2	ORDO	93576	Atypical hemolytic-uremic syndrome with MCP/CD46 anomaly
C2752042	Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi	ORDO	140944	CLOVES syndrome
C2752062	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8	EFO	EFO_0005917	generalised epilepsy
C3553859	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12	EFO	EFO_0005917	generalised epilepsy
C4225245	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 14	EFO	EFO_0005917	generalised epilepsy
C2752073	Erythrocyte Amp Deaminase Deficiency	ORDO	45	Adenosine monophosphate deaminase deficiency
C2931781	Adenosine monophosphate deaminase deficiency	ORDO	45	Adenosine monophosphate deaminase deficiency
C2752074	ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICIENCY	ORDO	31	Oxoglutaricaciduria
C2752081	ALPHA-2-PLASMIN INHIBITOR DEFICIENCY	ORDO	79	Congenital alpha2-antiplasmin deficiency
C2752081	ALPHA-2-PLASMIN INHIBITOR DEFICIENCY	DO	0060601	alpha-2-plasmin inhibitor deficiency
C2825856	Factor VII measurement	EFO	EFO_0004619	factor VII measurement
C2825857	Factor VIII measurement	EFO	EFO_0004630	factor VIII measurement
C2825875	Interferon Alpha Measurement	EFO	EFO_0006517	interferon alpha measurement
C2825885	CD40 Ligand Measurement	EFO	EFO_0004790	CD40 ligand measurement
C2827356	Myeloid and Lymphoid Neoplasms with Eosinophilia and Abnormalities of PDGFRA, PDGFRB, or FGFR1	DO	0080164	myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1
C2827362	Myeloid and Lymphoid Neoplasms with FGFR1 Rearrangement	DO	0080167	myeloid and lymphoid neoplasms associated with FGFR1 abnormalities
C2828721	SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE	ORDO	320391	Autosomal recessive spastic paraplegia type 46
C2919755	Testicular dysgenesis syndrome	EFO	EFO_0004893	testicular dysgenesis syndrome
C2930865	Ramer Ladda syndrome	ORDO	3265	Humero-radial synostosis
C2930868	Rasmussen subacute encephalitis	ORDO	1929	Rasmussen subacute encephalitis
C2930924	Interferon gamma, receptor 1, deficiency	ORDO	99898	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency
C2930970	Acromesomelic dysplasia Hunter-Thompson type	ORDO	968	Acromesomelic dysplasia, Hunter-Thompson type
C2930970	Acromesomelic dysplasia Hunter-Thompson type	ORDO	93437	Acromesomelic dysplasia
C2930970	Acromesomelic dysplasia Hunter-Thompson type	DO	0080051	acromesomelic dysplasia, Hunter-Thompson type
C2930997	Congenital disorder of glycosylation type 1C	ORDO	79320	ALG6-CDG
C2931001	Congenital disorder of glycosylation type 1G	ORDO	79324	ALG12-CDG
C2931002	Congenital disorder of glycosylation type 1H	ORDO	79325	ALG8-CDG
C2931004	Congenital disorder of glycosylation type 1J	ORDO	86309	DPAGT1-CDG
C2931005	Congenital disorder of glycosylation type 1K	ORDO	79327	ALG1-CDG
C2931006	Congenital disorder of glycosylation type 1L	ORDO	79328	ALG9-CDG
C2931008	Congenital disorder of glycosylation type 2A	ORDO	79329	MGAT2-CDG
C2931010	Congenital disorder of glycosylation type 2E	ORDO	79333	COG7-CDG
C2931011	Congenital disorder of glycosylation, type 2G	ORDO	263508	COG1-CDG
C2931013	Cystinosis, benign, nonnephropathic	ORDO	411641	Ocular cystinosis
C2931019	Split hand foot deformity 1	ORDO	2440	Split hand-split foot malformation
C2931038	Pancreatic carcinoma, familial	ORDO	1333	Familial pancreatic carcinoma
C2931042	Hawkinsinuria	ORDO	2118	Hawkinsinuria
C2931048	HEM dysplasia	ORDO	1426	Greenberg dysplasia
C2931059	Marie Unna congenital hypotrichosis	ORDO	444	Marie Unna hereditary hypotrichosis
C2931071	Dianzani autoimmune lymphoproliferative syndrome	ORDO	275523	Dianzani autoimmune lymphoproliferative disease
C2931072	Epidermolysa bullosa simplex and limb girdle muscular dystrophy	ORDO	257	Epidermolysis bullosa simplex with muscular dystrophy
C2931104	Hydrolethalus syndrome	ORDO	2189	Hydrolethalus
C2931132	Crigler Najjar syndrome, type 2	ORDO	79235	Crigler-Najjar syndrome type 2
C2931187	Nephropathic cystinosis	ORDO	213	Cystinosis
C2931196	Craniofacial dysostosis type 1	ORDO	207	Crouzon disease
C2931213	Usher syndrome, type 2C	DO	0110839	Usher syndrome type 2C
C2931218	Tetraamelia multiple malformations	ORDO	3301	Tetraamelia-multiple malformations syndrome
C4012268	TETRAAMELIA SYNDROME, AUTOSOMAL RECESSIVE	ORDO	3301	Tetraamelia-multiple malformations syndrome
C2931258	Amaurosis congenita of Leber, type 1	DO	0110078	Leber congenital amaurosis 1
C2931276	Spastic paraplegia 17	ORDO	100998	Autosomal dominant spastic paraplegia type 17
C2931299	ZAP70 deficiency	ORDO	911	Combined immunodeficiency due to ZAP70 deficiency
C2931355	Spastic paraplegia 3, autosomal dominant	ORDO	100984	Autosomal dominant spastic paraplegia type 3
C2931441	Hereditary spastic paralysis, infantile onset ascending	ORDO	293168	Infantile-onset ascending hereditary spastic paralysis
C2931456	Prostate cancer, familial	ORDO	1331	Familial prostate cancer
C2931639	Macrophagic myofasciitis	ORDO	592	Macrophagic myofasciitis
C2931658	Phacomatosis pigmentokeratotica	ORDO	2874	Phakomatosis pigmentokeratotica
C2931673	Ceroid lipofuscinosis, neuronal 1, infantile	ORDO	79263	Infantile neuronal ceroid lipofuscinosis
C2931743	Lactate dehydrogenase deficiency type A	ORDO	284426	Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency
C2931783	Amelogenesis imperfecta nephrocalcinosis	ORDO	1031	Amelogenesis imperfecta-nephrocalcinosis syndrome
C2931817	Chromosome 2q37 deletion syndrome	ORDO	1001	2q37 microdeletion syndrome
C2931822	Nasopharyngeal carcinoma	EFO	EFO_1000058	nasopharyngeal squamous cell carcinoma
C2931822	Nasopharyngeal carcinoma	ORDO	150	Nasopharyngeal carcinoma
C2931832	Hyperinsulinemic hypoglycemia, familial, 1	ORDO	657	Congenital isolated hyperinsulinism
C2931833	Hyperinsulinemic hypoglycemia, familial, 2	ORDO	657	Congenital isolated hyperinsulinism
C3888018	Congenital Hyperinsulinism	ORDO	657	Congenital isolated hyperinsulinism
C2931835	Hyperprolinemia type 2	ORDO	79101	Hyperprolinemia type 2
C2931845	Neurodegeneration with brain iron accumulation (NBIA)	ORDO	385	Neurodegeneration with brain iron accumulation
C2931872	Free sialic acid storage disease	ORDO	834	Free sialic acid storage disease
